REFID	TITLE	SUBTITLE	AUTHORS	COVER	YEAR1STPUB
23121	We Make the Road By Walking	Conversations on education and social change	Horton, Myles; Freire, Paulo	BC23121s-WeMaketheRoad.jpg	1990
23124	You Can't Be Neutral on a Moving Train	A personal history of our times	Zinn, Howard	BC23124s-Zinn-MovingTrain.jpg	1994
23127	Real Utopia	Participatory Society for the twenty-first century	Spannos, Chris (ed.)	BC23127s-Spannos-RealUtopia.jpg	2008
23135	When the Prisoners Ran Walpole	A true story in the movement for prison abolition	Bissonette, Jamie	BC23135-Walpole.jpg	2008
23337	Towards a New Cold War	Essays on the Current Crisis and How We Got There	Chomsky, Noam	BC23337s-NewColdWar.jpg	1982
23456	A People's History of the United States	1492 - Present	Zinn, Howard	BC23456s-PeoplesHistoryUSA.jpg	1995
23605	Capitalism and Underdevelopment in Latin America	Historical Studies of Chile and Brazil	Frank, Andre Gunder	BC23605s-CapitalismUnderdevelopment.jpg	1967
23761	The Accumulation of Capital An Anti-Critique	The Accumulation of Capital, or What the Epigones Have Made of Marx's Theory	Luxemburg, Rosa	BL0595-Rosaluxemburg3W.jpg	1915
23868	Dance of the Dialectic	Steps in Marx's Method	Ollman, Bertell	BC23868s-Ollman-DanceofDialectic.jpg	2003
24050	1491	New Revelations of the Americas Before Columbus	Mann, Charles. C.	BC24050s-1491Americas.jpg	2005
24051	The ROM Guide to Amphibians and Reptiles of Ontario		MacCulloch, Ross. D.	BC24051s-HerptilesOntario.jpg	2002
24052	Birds of Ontario		Bezener, Andy	BC24052s-BirdsofOntario.jpg	2000
24053	Three Cups of Tea	One Man's Mission To Promote Peace ... One School At A Time	Mortenson, Greg; Relin, David Oliver	BC24053s-ThreeCupsofTea.jpg	2006
24073	Lincoln Reconsidered	Essays on the Civil War Era: Third Edition, Revised and Updated	Donald, David Herbert	BC24073s-LincolnReconsidered.jpg	1956
24074	A Short Course in Intellectual Self-Defense	Find Your Inner Chomsky	Baillargeon, Normand	BC24074s-IntellectualSelfDefense.jpg	2005
24094	The House of Wisdom: How the Arabs Transformed Western Civilization		Lyons, Jonathan	BC24094s-HouseofWisdom.jpg	2009
24695	Absent Minds: Intellectuals in Britain		Collini, Stefan	BC24695-AbsentMinds.jpg	2006
24696	Reading Orientalism	Said and the unsaid	Varisco, Daniel Martin	BC24696s-ReadingOrientalism.jpg	2008
25780	Karl Marx's Theory of Revolution	Volume 5: War & Revolution	Draper, Hal; Haberkern, E.	BC25780s-WarRevolution.jpg	2005
26243	Democracy Against Capitalism		Wood, Ellen Meiksins	BC26243s-DemocracyAgainst.jpg	1995
26270	Thinking for Results - Success Strategies		Park, Randy	BC26270-ThinkingforResults.jpg	2004
26271	The Prediction Trap - and how to avoid it		Park, Randy	BC26271-ThePredictionTrap.jpg	2008
26334	The Anarchists' Convention and other stories		Sayles, John	BC26334s-AnarchistsConvention.jpg	1979
26421	Measuring What Matters in Peace Operations and Crisis Management		Meharg, Sarah Jane	BC26421-MeasuringMatters.jpg	2009
26422	Faces of Opportunity		Day, Anne	BC26422-Facess.jpg	2009
26664	The Economics of Imperialism		Brown, Michael Barratt	BC26664s-EconomicsImperialism.jpg	1974
26665	China Shakes the World		Belden, Jack	BC26665s-ChinaShakesWorld.jpg	1949
26666	Sisterhood is Powerful	An Anthology of Writing From the Women's Liberation Movement	Morgan, Robin (Editor)	BC26666s-SisterhoodisPowerful.jpg	1970
26667	Reflections on the Revolution in France: 1968		Posner, Charles (Editor)	BC26667s-ReflectionsRevolution.jpg	1970
26668	Calcutta		Moorhouse, Geoffrey	BC26668s-Calcutta.jpg	1971
26669	Exploitation		Jenkins, Robin	BC26669s-Exploitation.jpg	1971
26670	Red and Green	The New Politics of the Environment	Weston, Joe (ed.)	BC26670s-RedGreen.jpg	1986
26671	What Difference Could a Revolution Make?	Food and Farming in The New Nicarauga	Collins, Joseph; with Lappe, Moore Frances; and Allen, Nick	BC26671s-WhatDifference.jpg	1982
26672	Fear of Falling	The Inner Life of the Middle Class	Ehrenreich, Barbara	BC26672s-FearofFalling.jpg	1989
26673	The Paris Commune of 1871	The View from the Left	Schulkind, Eugene; (Editor)	BC26673s-ParisCommune.jpg	1972
26674	Plunderbund and Proletariat	A History of the IWW in B.C.	Scott, Jack	BC26674s-Plunderbund.jpg	1975
26675	Heretics and Renegades		Deutscher, Isaac	BC26675s-HereticsRenegades.jpg	1955
26676	Organising Things	A Guide to Successful Political Action	Ward, Sue	BC26676s-OrganisingThings.jpg	1984
26705	The Interesting Narrative and Other Writings		Equiano, Olaudah	BC26705-Equianos.jpg	1789
26706	Memory of Fire: Faces & Masks	Part Two of a Trilogy	Galeano, Eduardo	BC26706-FacesMaskss.jpg	1984
26749	Readings on Postmodernism and Identity	A selection of critical articles on post-modernism, identity politics, and related topics		CXWordCloud-128023f.jpg	2009
26788	The Politics of Nonviolent Action	Part Two: The Methods of Nonviolent Action	Sharp, Gene	BC26788s-NonViolentAction2.jpg	1973
26789	Ecology For Beginners		Croall, Stephen; Rankin, William	BC26789s-EcologyBeginners.jpg	1981
26791	The Age of Outrage	Values-based Action and the positive power of public protest	Sopow, Eli	BC26791s-AgeofOutrage.jpg	1997
26793	Ireland and the Irish Question		Marx, Karl; Engels, Friedrich	BC26793s-MarxEngelsIreland.jpg	
26794	Gramsci's Marxism		Boggs, Carl	BC26794s-GramscisMarxism.jpg	1976
26796	The Pillage of the Third World		Jalee, Pierre	BC26796s-PillageofThirdWorld.jpg	1965
26797	Wie Alles Anfing	How it All Began - The Personal Account of a West German Urban Guerilla	Baumann, Bommi	BC26797s-WieAllesAnfing.jpg	1975
26798	She never was afraid	The biography of Annie Buller	Watson, Louise	BC26798s-SheNeverWasAfraid.jpg	1976
26799	Technics and Civilization		Mumford, Lewis	BC26799s-TechnicsCivilization.jpg	1934
26800	Shelley's Socialism		Aveling, Edward; Aveling, Eleanor Marx	BC26800s-ShelleysSocialism.jpg	1888
26801	Dying Hard	The Ravages of Industrial Carnage	Leyton, Elliot	BC26801s-DyingHard.jpg	1975
26803	Power & Opposition in Post-Revolutionary Societies		Althusser, Louis et al	BC26803s-PowerOpposition.jpg	1978
26804	A Long View from the Left	Memoirs of an American Revolutionary	Richmond, Al	BC26804s-LongViewFrom.jpg	1972
26805	The History of Canadian Business 1867-1914	Volume I - The Banks and Finance Capital	Naylor, Tom	BC26805s-CanadianBusinessV1.jpg	1975
26806	The History of Canadian Business 1867-1914	Volume II - Industrial Development	Naylor, Tom	BC26806s-HistoryBusinessV2.jpg	1975
26809	Global Showdown	How the New Activists are Fighting Global Corporate Rule	Barlow, Maude; Clarke, Tony	BC26809s-GlobalShowdown.jpg	2001
26811	Mad Cows and Mother's Milk	The Perils of Poor Risk Communication	Powell, Douglas, and Leiss, William	BC26811s-MadCows.jpg	1997
26812	Dilemmas of Domination	The Unmaking of the American Empire	Bello, Walden	BC26812s-DilemmasofDomination.jpg	2005
26891	Underground: My Life with SDS and the Weathermen		Rudd, Mark	BC26891s-RuddUnderground.jpg	2009
27045	Canadian Public Speaking		Novis, Melanie	BC27045-CndPubSpeaking.jpg	2003
27166	Governments Canada 2002			BC27166-GovtsCanada2002.jpg	
27167	The Federal Lobbyists 1997-98		Chenier, J.A. (ed.)	BC27167-FederalLobbyists1997.jpg	
27168	Yearbook of American and Canadian Churches 1997		Bedell, Kenneth B.	BC27168-YearbookChurches1997.jpg	
27260	Eating Fire	Family Life, on the Queer Side	Riordon, Michael	BC27260s-EatingFire.jpg	2001
27261	Our Way to Fight	Peace-work under siege in Israel-Palestine	Riordon, Michael	BC27261s-OurWaytoFight.jpg	2011
27282	Diary of Bergen-Belsen		Levy-Hass, Hanna; with a foreword and afterword by Amira Hass	BC27282-Bergen.jpg	2009
27318	Slavery by Another Name	The Re-Enslavement of Black Americans from the Civil War to World War II	Blackmon, Douglas A.	BC27318s-SlaverybyAnotherName.jpg	2008
27330	101 Ways to Make Generations X, Y and Zoomers Happy at Work		Cran, Cheryl	BC27330-101Ways.jpg	2010
27331	The Control Freak Revolution	Make Your Most Maddening Behaviors Work for Your Company and to Your Advantage	Cran, Cheryl	BC27331-ControlFreak.jpg	2008
27334	Don't Think of an Elephant	Know Your Values and Frame the Debate	Lakoff, George	BC27334s-DontThinkElephant.jpg	2004
27389	The Doubter's Companion	A Dictionary of Aggressive Common Sense	Saul, John Ralston	BC27389s-Doubter.jpg	1994
27489	Humans		Westlake, Donald	BC27489s-Humans.jpg	1992
27523	It's All About Power and Control	Why Marriages Fall Apart and What it Takes to Put them Back Together Again	Quantz, Norm	BC27523-AllAbout.jpg	2010
27566	Divinity In Divorce	The Power in Gratitude and Love	Churchill, Dena	BC27566-DivinityDivorce.jpg	2009
27761	Awakening the Workplace Vol 3	The High Co$t of Super-Conflicts in the Workplace	Sirman, Ruth	BC27761s-AwakeWork.jpg	2008
27854	Lockdown America	Police and Prisons in the Age of Crisis	Parenti, Christian	BC27864-LockdownAmerica.jpg	1999
27860	Texas Tough	The Rise of America's Prison Empire	Perkinson, Robert	BC27860s-TexasTough.jpg	2010
27861	Race, Incarceration, and American Values		Loury, Glenn C., with Pamela Karlan, Tommie Shelby and Lo#c Wacquant	BC27861s-RaceIncarceration.jpg	2008
27862	The Violence of Incarceration		Scraton, Phil; McCulloch, Mude (eds.)	BC27862s-ViolenceofIncarceration.jpg	2008
27863	American Methods	Torture and the Logic of Domination	Williams, Kristian	BC27863s-AmericanMethods.jpg	2006
27864	Forced Passages	Imprisoned Radical Intellectuals and the U.S. Prison Regime	Rodriguez, Dylan	BC27864s-ForcedPassages.jpg	2005
27868	Prison Nation	The Warehousing of America's Poor	Herivel, Tara; Wright, Paul	BC27868s-PrisonNation.jpg	2002
27870	The Rise and Fall of California's Radical Prison Movement		Cummins, Eric	BC27870-PrisonMovement.jpg	1994
27871	Crime and Punishment in America	Why the Solutions to America's Most Stubborn Social Crisis Have Not Worked... and What Will	Currie, Elliott	BC27871s-CrimePunishment.jpg	1998
27875	Live From Death Row		Abu-Jamal, Mumia	BC27875s-LiveFromDeathRow.jpg	1995
27876	Death Blossoms	Reflections from a Prisoner of Conscience	Abu-Jamal, Mumia	BC27876s-DeathBlossoms.jpg	1997
27877	Still Barred From Prison	Social Injustice in Canada	Culhane, Claire	BL1540s-ClaireCulhane.jpg	1985
27878	No Longer Barred From Prison		Culhane, Claire	BL1540s-ClaireCulhane.jpg	1991
27927	Capitalism and Theory		Kidron, Michael	BC27927s-CapitalismTheory.jpg	1974
27928	Imperialism: Pioneer of Capitalism		Warren, Bill	BC27928s-ImperialismPioneer.jpg	1980
27929	Germany East	Dissent and Opposition	Allen, Bruce	BC27929s-GermanyEast.jpg	1989
27930	Die Internationalisierung der kapitalistischen Produktionsverh#ltnisse und der Nationalstaat	Internationale Marxistische Diskussion 42	Poulantzas, Nicos	BC27930s-Poulantzas.jpg	1973
27956	The Hormone Diet	3-Step Program to Lose Fat, Gain Strength & Live Younger Longer	Turner, Dr. Natasha	BC27956s-HormoneDiet.jpg	2009
27995	The Enlightenment 1687-1776	Volume II of A History of Modern Culture	Smith, Preserved	BC27995s-Enlightenment2.jpg	1934
27996	A History of the Arab Peoples		Hourani, Albert	BC27996s-HistoryArab.jpg	1991
28037	One Step Behind	A Kurt Wallander Mystery	Mankell, Henning	BC28037s-OneStepBehind.jpg	1997
28877	What's the Matter with Kansas?	How Conservatives Won the Heart of America	Frank, Thomas	BC28877s-MatterwithKansas.jpg	2004
28885	A Paradise Built in Hell	The Extraordinary Communities That Arise in Disaster	Solnit, Rebecca	BC28885s-ParadiseinHell.jpg	2010
29084	Media Names & Numbers 10		Diemer, Ulli (Publisher)	BC29084s-MNN10-Cover.jpg	2010
29372	The Last Original Idea	A Cynic's View of Internet Marketing	K'necht, Alan; Rockstein, Geri	BC29372s-LastOriginalIdea.jpg	2010
29376	War is a Lie		Swanson, David	BC29376s-WarisaLie.jpg	2010
29732	The Monster	How a Gang of Predatory Lenders and Wall Street Bankers Fleeced America -- and Spawned a Global Crisis	Hudson, Michael W.	BC29732-Hudson-Monster.jpg	2010
30201	The Way the Wind Blew	A History of the Weather Underground	Jacobs, Ron	BC30201s-WindBlew.jpg	1997
30202	Outlaws of America	The Weather Underground and the Politics of Solidarity	Berg, Daniel	BC30202s-Outlaws.jpg	2005
30203	Fugitive Days	Memoirs of an Anti-War Activist	Ayers, Bill	BC30203s-FugitiveDays.jpg	2009
30271	Live Working or Die Fighting	How the Working Class Went Global	Mason, Paul	BC30271s-LiveWorkingorDiefighting.jpg	2010
30514	Das kleine Rotbuch	Almanach 1974		BC30514s-Almanach1974.jpg	1974
30632	Canada's 1960s	The Ironies of Identity in a Rebellious Era	Palmer, Bryan D.	BC30632s-PalmerCanadaSixties.jpg	2008
30658	Recalled to Life		Hill, Reginald	BC30658s-RecalledtoLife.jpg	1993
30739	Justice for All: the Struggle for Worker Rights in Egypt	A Report by the Solidarity Center		BC30739s-EgyptWorkers.jpg	2010
30748	An Ounce of Prevention	Navigating your way through Damage Control and Crisis Response	Bonner, Allan Dr.	BC30748s-OunceofPrevention.jpg	2010
30798	El Alamein		Carver, Michael	BC30798s-ElAlamein.jpg	1962
30799	Also, um acht am Resi	Geschichten und Anekdoten aus dem alten Kassel	Biese, Horst	BC30799s-AmResi.jpg	
30800	Kaufungen in alten Ansichten		Wroz, Winfried	BC30800s-Kaufungen.jpg	1978
30801	300 Jahre St. Ottilien Dorfgeschichte		Wolfram, Alexander	BC30801s-StOttilien.jpg	1999
30823	The ABCs of the Economic Crisis	What Working People Need to Know	Magdoff, Fred; Yates, Michael D.	BC30823s-ABC-EconomicCrisis.jpg	2009
30849	An Anti-Capitalist Manifesto		Callinicos, Alex	BC30849s-AntiCapitalist.jpg	2003
30874	Class Notes	Posing As Politics and Other Thoughts on the American Scene	Reed, Adolph L.	BC30874s-ClassPolitics.jpg	2001
30929	The Abolition of the State	Anarchist & Marxist Perspectives	Price, Wayne	BC30929s-Price-AbolitionState.jpg	2007
30951	The Trouble With Billionaires		McQuaig, Linda; Brooks, Neil	BC30951s-BillionairesTrouble.jpg	2010
30952	Ill Fares The Land		Judt, Tony	BC30952s-Judt-FarestheLand.jpg	2010
30990	Get Up, Stand Up	Uniting Populists, Energizing the Defeated, and Battling the Corporate Elite	Levine, Bruce E.	BC30990s-Levine-GetUpStandUp.jpg	2011
30991	The Case for Socialism		Maass, Alan	BC30991s-CaseforSocialism.jpg	2005
30992	Why Marx Was Right		Eagleton, Terry	BC30992s-Eagleton-WhyMarx.jpg	2011
30999	What Would it Mean to Win?		Turbulence collective	BC30999s-Turbulence-WhatWouldItMean.jpg	2010
31048	American Fascists	The Christian Right and the War on America	Hedges, Chris	BC31048s-AmericanFascists.jpg	2006
31049	Israeli Apartheid: A Beginner's Guide		White, Ben	BC31049s-IsraeliApartheid.jpg	2009
31050	Stop Signs	Cars and Capitalism on the Road to Economic, Social and Ecological Decay	Engler, Yves; Mugyenyi, Bianca	BC31050s-StopSigns.jpg	2011
31051	Supercharged Hormone Diet	A 30 Day Accelerated Plan to Lose Weight, Restore Metabolism and Feel Younger Longer	Turner, Dr. Natasha	BC31051s-SuperHormone.jpg	2011
31102	Mathematics 12		Del Grande, J.J.; Duff, G.F.D.; Egsgard, J.C.	BC31102s-Mathematics12.jpg	
31103	Algebra 13		Coleman, A.J.; Del Gradne, J.J.; Duff, G.F.; Egsgard, J.C.; Kirby, B.J.	BC31103s-Algebra13.jpg	
31104	Analysis 13		Coleman, A.J.; Del Grande; J.J.; Duff, G.F.D.; Egagard,J.C.; Kirby,B.J.	BC31104s-Analysis13.jpg	
31105	Physics	Second Edition	Physical Science Study Committee	BC31105s-Physics13.jpg	
31152	Living Well the Natural Way	Wisdom from NaturalHealthcare.ca Practitioners and Researchers	Zuchter, Joshua	BC31152-LivingWell.jpg	2010
31174	Finding the G Spot	A sassy, sensible, entertaining approach to Finance	Killins, Jenn	BC31174s-GSpot.jpg	2011
31177	For Better or Worse	A Practical guide to Canadian Employment Law, Third Edition - Fully Revised and Updated	Echlin, The Honourable Mr. Justice Randall Scott; Thomlinson, Christine M.	BC31177s-BetterOrWorse.jpg	2011
31178	A Practical Guide to the Law of Termination in Ontario	Second Edition - Fully Revised and Updated	Rubin, Janice; Singh, Hena	BC31178s-LawOfTermination.jpg	2010
32370	The Next American Revolution	Sustainable Activism for the Twenty-First Century	Boggs, Grace Lee; Kurashique, Scott; Glover, Danny	BC32370s-Boggs-NextRevolution.jpg	2011
32374	What Every Environmentalist Needs To Know about Capitalism	A Citizen's Guide to Capitalism and the Environment	Magdoff, Fred; Foster, John Bellamy	BC32374s-WhatEvery.jpg	2011
33154	From Dictatorship to Democracy		Sharp, Gene	BC33154-DictatorshiptoDemocracy.jpg	2002
33336	The Verso Book of Dissent	From Spartacus to the Shoe-Thrower of Bagdad	Hsiao, Andrew; Lim, Audrea (eds.)	BC33336s-VersoDissent.jpg	2010
33396	Counterpower Making Change Happen		Gee, Tim	BC40303s-CounterPower.jpg	2011
33443	Forget Me Not	Canadian Stories of Workplace Tragedy from the Families' Perspective		BC33443s-ForgetMeNot.jpg	2011
33446	Community Organizing: A Holistic Approach		Kuyek, Joan	BC13879s-KuyekCommunity.jpg	2011
33550	Roads to Quoz	An American Mosey	Heat-Moon, William Least	BC33550s-Moon-Quoz.jpg	2008
33551	Passionate Declarations	Essays on War and Justice	Zinn, Howard	BC33551s-Zinn-Passionate.jpg	1990
33552	The Global Fight for Climate Justice	Anticapitalist Responses to Global Warming and Environmental Destruction	Angus, Ian (ed.)	BC33552s-ClimateJustice.jpg	2009
33606	Second Nature	A Gardener's Education	Pollan, Michael	BC33606s-SecondNature.jpg	1991
33607	A Writer at War	A Sovet Journalist with the Red Army, 1941 - 1945	Grossman, Vasily	BC33607s-WriteratWar.jpg	2005
33634	Improperganda	The Art of the Publicity Stunt	Borkowski, Art	BC33634s-Improperganda.jpg	2000
33635	Degraded Capability	The Media and the Kosovo Crisis	Hammond, Philip; Herman, Edward S.	BC33635s-DegradedCapability.jpg	2000
33636	Toxic Sludge Is Good for You	Lies, Damn Lies and the Public Relations Industry	Stauber, John; Rampton, Sheldon	BC33636s-ToxicSludge.jpg	2004
33657	Framing the Future	How Progressive Values Can Win Elections and Influence People	Horn, Bernie	BC33657s-FramingFuture.jpg	
33746	America Beyond Capitalism	Reclaiming Our Wealth, Our Liberty, and Our Democracy	Alperovitz, Gar	BC33746s-Alperovitz.jpg	2004
33766	Narrative of the Life of Frederick Douglass, An American Slave & Incidents in the Life of a Slave Girl		Douglass, Frederick; Jacobs, Harriet; (Introduction by Kwame Anthony Appiah)	BC33766s-NarrativeSlavery.jpg	
33767	Stories from the Ice Storm		Abley, Mark	BC33767s-IceStorm.jpg	1999
33972	Young Thugs	Inside the Dangerous World of Canadian Street Gangs	Chettleburgh, Michael C.	BC33972s-YoungThugs.jpg	2007
34199	It Started in Wisconsin	Dispatches from the Front Lines of the New Labor Protest	Buhle, Mari Jo; Buhle, Paul (Ed.s)	BC34199s-Buhle-StartedinWisconsin.jpg	2012
34200	Wisconsin Uprising	Labor Fights Back	Yates, Michael D. (ed.)	BC34200s-Yates-WisconsinUprising.jpg	2012
34381	Mirrors	Stories of Almost Everyone	Galeano, Eduardo	BC34381s-Mirrors.jpg	2009
34405	The Age of Consent	A Manifesto for a New World Order	Monbiot, George	BC34405s-Monbiot-AgeConsent.jpg	2003
34865	The World Turned Upside Down	Radical Ideas During the English Revolution	Hill, Christopher	BC34865s-WorldUpsideDown.jpg	1984
34913	Why Are We The Good Guys?	Reclaiming Your Mind From The Delusions Of Propaganda	Cromwell, David	BC34913s-WhyAreWeGoodGuys.jpg	2012
34970	Brilliant Manoeuvres	How to Use Military Wisdom to Win Business Battles	Martin, Richard	BC34970s-BrillantManoeuvres.jpg	2012
35165	An Execution in the Family	One Son's Journey	Meeropol, Robert	BC35165s-ExecutioninFamily.jpg	2003
35166	Raising the Workers' Flag	The Workers' Unity League of Canada, 1930-1936	Endicott, Stephen L.	BC35166s-RaisingRedFlag.jpg	2012
35235	Burmese Days		Orwell, George	BC35235s-BurmeseDays.jpg	
35245	A Certain Justice		James, P.D.	BC35245s-CertainJustice.jpg	
35246	Assessing Competitive Intelligence Software	A Guide to Evaluating CI Technology	Bouthillier, France; Shearer, Kathleen	BC35246-Assessing.jpg	
35247	Borland Database Desktop for Windows User's Guide			BC35247-BorlandDatabase.jpg	
35280	Canada and Israel: Building Apartheid		Engler, Yves	BC35280s-EnglerCanadaIsrael.jpg	2010
35283	Sources 67	The Directory of Experts and Spokespersons - Winter-Spring 2011	Diemer, Ulli (ed.)	BC35283s-SourcesCover67.jpg	2011
35414	Suggestology	How to Get What You Want by Asking the Right Questions	Tobey, Paul	BC35414-Sugestology.jpg	2012
35565	Easy Endgame Strategies	Learn How to Mate Your Opponents and Win!	Robertie, Bill	BC35565s-RobertieEndgame.jpg	2003
35590	MediaSpeak	The bold New Guide to Public Relations and Reputation Management	Taylor, Ian	BC35590s-TaylorMediaSpeak.jpg	1999
35591	The Shape of the City	Toronto Struggles with Modern Planning	Sewell, John	BC35591s-SewellShapeofCity.jpg	1993
35595	An Army of Amateurs	The Story of the SOE Resistance Movement in France	Vomecourt, Philippe de	BC35595s-ArmyofAmateurs.jpg	1961
35598	American Folksong Woody Guthrie		Guthrie, Woody; (edited by Moses Asch)	BC35598s-WoodyGuthrie.jpg	1947
35599	More Than an Island	A History of the Toronto Island	Gibson, Sally	BC35599s-TorontoIsland.jpg	1984
35613	The Big Nickel	Inco at home and abroad	Swift, Jamie, and the Development Education Centre	BC35613s-BigNickel.jpg	1977
35614	Revolution and Counter Revolution		Marx, Karl; edited by Eleanor Marx Aveling	BC35614s-MarxTribune.jpg	1896
35615	Lament for an Ocean	The Collapse of the Atlantic Cod Fishery: A True Crime Story	Harris, Michael	BC35615s-LamentforanOcean.jpg	1998
35629	Mass Trespass on Kinder Scout in 1932 and the Founding of our National Parks		Glasby, Geoffrey	BC35629-MassTrespass.gif	2012
35688	The History of Democracy	A Marxist Interpretation	Roper, Brian S.	BC35688s-HistoryofDemocracy.jpg	2013
35702	Enlightening Disillusionments		Orr, Aki	BC35702s-Enlightening.jpg	2011
35703	For Political Equality	All citizens vote on all policies: 20th Century Power Politics and their 21st Century electronic alternative	Orr, Aki	BC35703s-PoliticalEquality.jpg	2007
35717	Through the Iron Bars	Two years of German occupation in Belgium	Cammaerts, Emile; Illustrated by Louis Raemaekers	BC35717s-IronBars.jpg	1917
35735	America's Deadliest Export: Democracy	The Truth About US Foreign Policy and Everything Else	Blum, William	BC35735s-Blum-Democracy.jpg	2013
35736	Killing Hope	U.S. Military and CIA Interventions Since World War II	Blum, William	BC35736s-Blum-KillingHope.jpg	2008
35739	Medium7	Evidence of the Afterlife and Predictions	Donna Smith-Moncrieffe	BC35739s-Medium7.jpg	2013
35741	Manitoulin Rocks!	Rocks, Fossils and Landforms of Manitoulin	Coniglio, Mario; Karrow, Paul; Russell, Peter	BC35741s-ManitoulinRocks.jpg	2006
35768	The Panda's Thumb	More Reflections in Natural History	Gould, Stephen Jay	BC35768s-PandasThumb	1980
35769	The Mammoth Book of the World's Best Crime Stories		Jakubowski, Maxim (ed.)	BC35679s-BestCrimeStories.jpg	2009
35868	Birth Control Handbook		Cherniak, Donna; Feingold, Allan (eds.)	BC35868s-BirthControlHandbook.jpg	1968
36021	The Inconvenient Indian	A Curious Account of Native People in North America	King, Thomas	BC36021s-InconvenientIndian.jpg	2012
36111	Our Harsh Logic	Israeli Soldiers' Testimonies from the Occupied Territories, 2010-2010	Breaking the Silence	BC36111s-OurHarshLogic.jpg	2012
36112	Work	Capitalism. Economics. Resistance		BC36112s-Work.jpg	2011
40090	Your Fatwa Does Not Apply Here	Untold Stories from the Fight Against Muslim Fundamentalism	Bennoune, Karima	BC40090-YourFatwa.jpg	2013
40254	Strategy and tactics: how the left can organise to transform society		Rees, John	BL5733s-Organize.gif	2011
40303	Counter Power	Making Change Happen	Gee, Tim	BC40303s-CounterPower.jpg	2011
40402	The People's Song Book		Hille, Waldemar (ed.)	BC40402s-PeoplesSongBook.jpg	1948
40403	Little Boxes and other handmade songs		Reynolds, Malvina	BC40403s-LittleBoxes.jpg	1964
40427	Signs of Change	Social Movement Cultures 1960s to Now	Greenwalk, Dara; MacPhee, Josh	BC40427s-SignsofChange.jpg	2010
40428	Celebrate People's History	The Poster Book of Resistrance and Revolution	MacPhee, Josh	BC40428s-Celebrate.jpg	2010
40935	Save Our Unions	Dispatches From A Movement in Distress	Early, Steve	BC40935s-Early-SaveUnions.jpg	2013
40942	Fight the Power!	A Visual History of Protest Among the English-Speaking Peoples	Wilson, Sean Michael; Dickson, Benjamin; Emerson, Hunt; Spelling, John; Pasion, Adam; cartoons Polyp	BC40942s-FightthePower.jpg	2013
41562	Cunt: A Declaration of Independence		Muscio, Inga	BC41562s-CuntDeclaration.jpg	1998
41684	SOS Alternatives to Capitalism		Swift, Richard	BC41684s-Swfit-SOSAlternatives.jpg	2014
42050	Collective Courage	A History of African American Cooperative Economic Thought and Practice	Nembhard, Jessica Gordon	BC42050s-Nembhart-CollectiveCourage.jpg	2014
42443	Bold Scientists	Dispatches from the Battle for Honest Science	Riordon, Michael	BC42443s-BoldScientists.jpg	2014
42519	Weep Not Child		Ngugi wa Thiong'o	BC42519s-Thiongo-WeepNotChild.jpg	1964
42520	A Grain of Wheat		Ngugi wa Thiong'o	BC42520s-GrainofWheat.jpg	1967
42578	The Letters of Rosa Luxemburg		Luxemburg, Rosa (edited by Georg Adler, Peter Hudis, and Annelies Laschitza)	BC42578s-LuxemburgLetters.jpg	1990
42579	Beautiful Trouble - Pocket Edition	A Toolbox for Revolution	Boyd, Andrew; Mitchell, Dave Oswald (eds.)	BC42579s-BeautifulTrouble.jpg	2014
42635	Against Our Better Judgement	How the U.S. was used to create Israel	Weir, Alison	BC42635s-AgainstBetterJudgment.jpg	2014
42636	Socialist and Labor Songs	An International Revolutionary Songbook	Morgan, Elizabeth (ed.); Preface by Utah Phillips	BC42636s-SocialistSongs.jpg	1964
42889	This Changes Everything	Capitalism vs the Climate	Klein, Naomi	BC42889s-ThisChangesEverything.jpg	2014
42890	Palestine Speaks	Narratives of Life Under Occupation	Malek, Cate; Hoke, Mateo	BC42890s-PalestineSpeaks.jpg	2014
42967	A Line in the Tar Sands	Struggles for Environmental Justice	Russell, Joshua Kahn; D'Arcy, Stephen; Weis, Tony; Black, Toban	BC42967-LineinTarSands.jpg	2014
42996	Anarchists in the Spanish Civil War Volume 1		Alexander, Robert	BC42996s-AnarchistsSpanish_V1.jpg	1999
42998	Before Ontario	The Archaetology of  Province	Munson, Marit K. ; Jamieson, Susan M.	BC42998s-BeforeOntario.jpg	2013
42999	Black against Empire	The History and Politics of the Black Panther Party	Bloom, Joshua; Martin, Waldo	BC42999s-BlackAgainstEmpire.jpg	2013
43000	The Capitalism Papers: Fatal Flaws of an Obsolete System		Mander, Jerry	BC43000s-CapitalismPapers.jpg	2012
43001	The Class Struggle in the Ancient Greek World	From the Archaic Age to the Arab Conquests	Maurice Ste. Croix, Geoffrey E.	BC43001s-ClassStruggleGreek.jpg	1989
43003	Disinherited Generations	Our Struggle to Reclaim Treaty Rights for First Nations Women and their Descendants	Carlson, Nellie; Steinhauer, Kathleen; Goyette, Linda; Campbell, Maria	BC43003s-DisinheritedGenerations.jpg	2013
43004	The Half Has Never Been Told	Slavery and the Making of American Capitalism	Baptist, Edward E.	BC43004s-HalfNeverTold.jpg	2014
43005	How Human Rights Can Build Haiti	Activists, Lawyers, and the Grassroots Campaign	Quigley, Fran	BC43005s-HumanRightsBuildHaiti.jpg	2014
